lugar
""
"Bogotá,Distrito Capital"
"Murillo,Tolima"
"Carolina,Antioquia"
"Nimaima,Cundinamarca"
"Gámbita,Santander"
"Suratá,Santander"
"El Dorado,Meta"
"La Pedrera,Amazonas"
"Tarapacá,Amazonas"
"La Jagua del Pilar,La Guajira"
"Jericó,Boyacá"
"Chiscas,Boyacá"
"San José de la Montaña,Antioquia"
"Gutiérrez,Cundinamarca"
"Tenza,Boyacá"
"Morelia,Caquetá"
"Cucaita,Boyacá"
"Suárez,Tolima"
"Contratación,Santander"
"Pulí,Cundinamarca"
"Cerinza,Boyacá"
"Tópaga,Boyacá"
"Santiago,Norte de Santander"
"Carurú,Vaupés"
"Sabanalarga,Casanare"
"Coper,Boyacá"
"Tibirita,Cundinamarca"
"Santa María,Boyacá"
"Labranzagrande,Boyacá"
"Gama,Cundinamarca"
"Enciso,Santander"
"Santa Helena del Opón,Santander"
"Guayatá,Boyacá"
"Jesús María,Santander"
"Tinjacá,Boyacá"
"Confines,Santander"
"Tipacoque,Boyacá"
"Olaya,Antioquia"
"Páez,Boyacá"
"Sipí,Chocó"
"Floresta,Boyacá"
"Santa Sofía,Boyacá"
"Chinavita,Boyacá"
"Buenavista,Quindío"
"San Mateo,Boyacá"
"Caldas,Boyacá"
"Sora,Boyacá"
"Campohermoso,Boyacá"
"El Espino,Boyacá"
"San Miguel de Sema,Boyacá"
"Guataquí,Cundinamarca"
"San Benito,Santander"
"La Chorrera,Amazonas"
"Cácota,Norte de Santander"
"Galán,Santander"
"Charta,Santander"
"Oicatá,Boyacá"
"Chima,Santander"
"Somondoco,Boyacá"
"Chivatá,Boyacá"
"Abriaquí,Antioquia"
"Viracachá,Boyacá"
"Gachantivá,Boyacá"
"Bituima,Cundinamarca"
"La Uvita,Boyacá"
"Taraira,Vaupés"
"Susacón,Boyacá"
"Covarachía,Boyacá"
"La Capilla,Boyacá"
"Nariño,Cundinamarca"
"Palmas del Socorro,Santander"
"Chámeza,Casanare"
"Paya,Boyacá"
"Encino,Santander"
"Marulanda,Caldas"
"Corrales,Boyacá"
"Chivor,Boyacá"
"Jerusalén,Cundinamarca"
"San Miguel,Santander"
"Santa Bárbara,Santander"
"Pachavita,Boyacá"
"Guapotá,Santander"
"Pajarito,Boyacá"
"Hato,Santander"
"Rondón,Boyacá"
"California,Santander"
"San Joaquín,Santander"
"Vetas,Santander"
"Briceño,Boyacá"
"Sativanorte,Boyacá"
"Macaravita,Santander"
"El Guacamayo,Santander"
"El Encanto,Amazonas"
"Sácama,Casanare"
"Beltrán,Cundinamarca"
"Tutazá,Boyacá"
"Cepitá,Santander"
"Cabrera,Santander"
"Iza,Boyacá"
"Pana Pana,Guainía"
"Villagómez,Cundinamarca"
"Puerto Colombia,Guainía"
"Betéitiva,Boyacá"
"Mirití-Paraná,Amazonas"
"Aguada,Santander"
"Guacamayas,Boyacá"
"Cuítiva,Boyacá"
"Almeida,Boyacá"
"Recetor,Casanare"
"Pisba,Boyacá"
"Puerto Santander,Amazonas"
"San Felipe,Guainía"
"Panqueba,Boyacá"
"San Eduardo,Boyacá"
"El Calvario,Meta"
"Berbeo,Boyacá"
"Tununguá,Boyacá"
"Palmar,Santander"
"La Salina,Casanare"
"Jordán,Santander"
"San Juanito,Meta"
"Yavaraté,Vaupés"
"Busbanzá,Boyacá"
"La Victoria,Boyacá"
"Sativasur,Boyacá"
"Puerto Arica,Amazonas"
"Morichal Nuevo,Guainía"
"Cacahual,Guainía"
"Papunaua,Vaupés"
"Puerto Alegría,Amazonas"
"La Victoria,Amazonas"
"La Guadalupe,Guainía"
